FondsID,SubfondsID,SeriesID,Container,No,Title Original,Title English,Date of Creation (YYYY),Date of Creation (MM),Date of Creation (DD),Date of Creation2 (YYYY),Date of Creation2 (MM),Date of Creation2 (DD),Creator,Collector,Type,Genre,Extent,Description Level,Language,Description/Annotation/Abstract,Temporal Coverage1 (YYYY),Temporal Coverage2 (YYYY),Spatial Coverage1,Spatial Coverage2,Spatial Coverage3,Geo Coordinates,"Subject (Event, Topic, Corporate body, Location outside of YU)",Subject (Person),Privacy/Access,Internal Note,Preview
,,,,,,,,,,,,,,,,,,,,,,,,,Novi Sad,"45.267135,19.83355",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Čačak,"43.891414,20.350165",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Kraljevo,"43.723848,20.687254",,,,,
205,4,120,12,5,Politics: Political Parties: General (2/2),,1992,0,0,1992,0,0,Slobodna Dalmacija|The New York Times|Süddeutsche Zeitung|Neue Zürcher Zeitung|Der Spiegel|The Chicago Tribune|Profil|The Washington Post|The Knight-Ridder Newspapers|The Independnt|Politika|Borba|Frankfurter Rundschau|Handelsblatt|Nedeljna Borba|Radio Free Europe-Radio Liberty Research Institute|The Guardian|Die Presse|Frankfurter Algemeine Zeitung|Nedeljna Dalmacija|The Wall Street Journal|Le Monde|Der Standard|Profil|,Open Media Research Institute,Textual,press clippings|agency news|research papers|,140,Folder,Serbian|Croatian|English|German|French|,Thousands protest against the Serbian President|What would change if Dobrica Ćosić becomes president of the Federal Republic of Yugoslavia? |Serbia begins to feel the effects of its war in Bosnia|Report on the Vidovdan gathering|Is Serbia on the verge of a generational or ideological clash?|Milošević met a delegation of DEPOS|What does the proposal of DEPOS about the round table contain?|The political dynamics of the new Yugoslavia|Serbia at the edge of the abyss: the transition to the post-Milošević era|The Bosnian war begins to divide Serbs weary of world’s anger|Borisav Jović claims that the war has been imposed on the Serbs|Many Serbs deny any wrongdoing by their government|Report on the popularity of politicians in Serbia|Report on the collaboration between Milan Panić and the opposition|,1992,1992,,,Beograd,"44.786568,20.448923",Protests|Roma|DEPOS (Democratic Movement of Serbia)|Vidovdan gathering|SPS (Socialist Party of Serbia)|DS (Democratic Party)|SPO (Serbian Renewal Movement)|Humanitarian aid|SRS (Serbian Radical Party)|SDS (Serb Democratic Party)|SDA (Party of Democratic Action)|DSS (Democratic Party of Serbia)|Constitution|Koalicija Zajedno (Coalition Together)|Surveys|Referendum|Opposition|Elections|Round table|SANU (Serbian Academy of Sciences and Arts|RTS (Radio Television of Serbia)|Muslim Bosniak Organization (MBO)|,"Tuđman, Franjo|Milošević, Slobodan|Ćosić, Dobrica|Bećković, Matija|Panić, Milan|Drašković, Vuk|Karađorđević, Aleksandar|Simović, Ljubomir|Nikolić, Milan|Popov, Nebojša|Tasić, Nikola|Čavoški Kosta|Trifunović, Bogdan|Koštunica, Vojislav|Rosić, Ilija|Trajković, Momčilo|Lazić, Predrag|Rakitić, Slobodan|Perčević, Goran|Đinđić, Zoran|Janković, Vladeta|Kojen, Leon|Komnenić, Milan|Kontić, Radoje|Škundrić, Petar|Vučetić, Slobodan|Nikolić, Pavle|Obradović, Pavić|Šaranović, Mihailo|Dačić, Ivica|Đurić, Ivan|Drnovšek, Janez|Račan, Ivica|Varadi, Tibor|Jović, Mirko|",,,Sukob generacija ili ideologija? (Generational or ideological clash?) |
,,,,,,,,,,,,,,,,,,,,,,,,,Novi Sad,"45.267135,19.83355",,,,,
205,4,120,12,6,Politics: Political Parties: General,,1993,0,0,1993,0,0,The Knight-Ridder Newspapers|The Guardian|Les Temps Moderns| Eastern Europe Newsletter|The Chicago Tribune|Borba|Vreme|Politika|The New York Times|Frankfurter Algemeine Zeitung|The Economist|Süddeutsche Zeitung|Die Presse|Neue Zürcher Zeitung|The Wall Street Journal|The Los Angeles Times|NIN|Vjesnik|The Independent|Radio Free Europe-Radio Liberty Research Institute|Die Zeit|The Daily Telegraph|Nedeljna Dalmacija|,Open Media Research Institute,Textual,press clippings|agency news|newsletters|research papers|,134,Folder,English|German|Serbian|Croatian|French|,"Politicians from the oppositions wait for the government of Milošević to fall|Vuk Drašković demands that Dobrica Ćosić and Slobodan Milošević give immediately their resignations|Serbian royalists threatened to carry out an attack on UN troops|Commentary by Svetlana Slapšak: bestial words, bestial war|Vuk Drašković remains jailed after being beaten by the police|Critics say that the regime of Milošević slips towards dictatorship|Report on the political clash between the socialists and the radicals|Comments on the peace negotiations in Geneva|Serb government faces no-confidence vote|What the parties demand from the national television before the elections?|Report on surveys before the elections|",1993,1993,,,Pale,"43.811895,18.571101",Opposition|Party politics|Elections|DSS (Democratic Party of Serbia)|SPO (Serbian Renewal Movement)|SPS (Socialist Party of Serbia)|Referendum|United Nations|Sanctions|Protests|Orthodox Church|Anti-Government Demonstrations|Democracy|DEPOS (Democratic Movement of Serbia)|War|Peace plan|Manipulations|Nationalism|Embargo|,"Kontić, Radoje|Šešelj, Vojislav|Milošević, Slobodan|Drašković, Vuk|Janović, Vladeta|Isaković, Antonije|Kovačević, Boško|Terzić, Slavenko|Jevtić, Miroljub|Alomerović, Šefko|Životić,Miladin|Marković, Dragoslav|Jovanović, Vladislav|Karadžić, Radovan|Ćosić, Dobrica|Mićunović, Dragoljub|Slapšak, Svetlana|Savović, Margit|Popović, Nikola|Tošić, Desimir|Stojanović, Svetozar|Stanovčić, Vojislav|Mađar, Ljubomir|Pešić, Vesna|Golubović, Zagorka|Komenić, Milan|Jovanović, Milorad|Nikolić, Jovan|Rakitić, Slobodan|Milovanović, Miodrag|Kertes, Mihalj|Agošton,Andras|Nedić, Velimir|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Beograd,"44.786568,20.448923",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Kragujevac,"44.012793,20.911423",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
205,4,120,13,1,Politics: Political Parties: General,,1994,0,0,1994,0,0,Frankfurter Algemeine Zeitung|Vjesnik|Politika|Oslobođenje|Radio Free Europe-Radio Liberty Research Institute|Der Standard|Borba|The Guardian|NIN|Die Welt|Die Presse|The Times|,Open Media Research Institute,Textual,press clippings|agency news|research paper|,85,Folder,German|English|Serbian|Croatian|Bosnian|,"The Serbian president Slobodan Milošević sees the Russian initiative as his success|Report on the Serbian opposition: between the government and the street|Serbia: extremists in government, extremists in opposition|Survey on the expectations of the new government|Rastko Močnik on the unrealized concept of civil society on the Balkan|Report on the trials of Muslims in Novi Pazar|Report on the replacement of Radoman Božović|SPS claims that the politics of the leadership of Republika Srpska is self-defeating|Interview with Borisav Jović|",1994,1994,,,Beograd,"44.786568,20.448923",SPS (Socialist Party of Serbia)|Minorities|SDA (Party of Democratic Action)|SRS (Serbian Radical Party)|DEPOS (Democratic Movement of Serbia) |DS (Democratic Party)|Peace negotiations|Government|Sandžak intellectuals|United Nations|Congress of Serbian Intellectuals|Court|Opposition|Human Rights|Nepotism|,"Milošević, Slobodan|Đinđić, Zoran|Agošton,Andraš|Ugljanin, Sulejman|Nikolić, Tomislav|Drašković, Vuk|Koštunica, Vojislav|Bulović, Irinej|Jusufspah, Hamdija|Perko, France|Pešić, Vesna|Vlasi, Azem|Christopher, Warren|Kozyrev, Andrei|Marjanović, Mirko|Močnik, Rastko|Tešić, Gojko|Ekmečić, Milorad|Marković, Mihailo|Milić, Goran|Karadžić, Radovan|Mićunović, Dragoljub|Ćosić, Dobrica|Panić, Milan|Božović, Radoman|Tomić, Dragan|Jović, Borisav|Marković, Mira|",,WRONG ORDER:The catalog entries for this box should follow the order of folders as indicated in this database. The folders in the box are arranged according to the order present in this database.,
,,,,,,,,,,,,,,,,,,,,,,,,,Novi Pazar,"43.140698,20.521362",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Pale,"43.811895,18.571101",,,,,
205,4,120,13,2,Politics: Political Parties: General,,1994,0,0,1996,0,0,Politika|Borba|Vjesnik|NIN|Večernji List|Naša Borba|Neue Zürcher Zeitung|Frankfurter Algemeine Zeitung|Vreme|Die Welt|Die Tageszeitung|Frankfurter Rundschau|Süddeutsche Zeitung|The London Daily Telegraph|The London Times|The International Herald Tribune|,Open Media Research Institute,Textual,press clippings|agency news|,89,Folder,Serbian|Croatian|English|German|,Milošević remains the most popular politician in Serbia|The Serbian opposition claims that Milošević betrayed the Bosnian Serbs|Report on the political scene in Serbia|Report on the public opinions about the imprisonment of Vojislav Šešelj|Serbia on the verge of a civil war|What is the power of the Serbian radicals? |The Serbian Left and the national question|Report on the divided opposition in Serbia|Apathy and resignation: the political and cultural opposition in Serbia is too fragmented|Report on the conference of the leftist parties on the Balkan|Report on the new vocabulary of the Serbian opposition|There are 198 registered political parties in the Federal Republic of Yugoslavia|Report on the preparations for the 9 of March demonstrations|Commemoration of 5 years from the 9 of March protests in Belgrade|Diplomats have reservations about the Serbian opposition leaders|,1994,1996,,,Beograd,"44.786568,20.448923",Surveys|SPO (Serbian Renewal Movement)|SPS (Socialist Party of Serbia)|Partner Agency|Via Facti|DSS (Democratic Party of Serbia)|Agency MF|Human Rights|Political prisoners|Human Rights|Helsinki Committee|SRS (Serbian Radical Party)|Elections|Stalinism|GSS (Civic Alliance of Serbia)|Legitimacy crisis|Koalicija Zajedno (Coalition Together)|,"Milošević, Slobodan|Đinđić, Zoran|Petrović, Mirko|Biserko, Sonja|Drašković, Vuk|Šešelj, Vojislav|Maksić, Milivoje|Kovačević, Živorad|Šahović, Milan|Đukić, Ilija|Sekulić, Ljubiša|Minić, Jelica|Koštunica, Vojislav|Čičak, Zoran|Krsmanović, Ratko|Mirković, Čedomir|Ćosić, Dobrica|Lilić, Zoran|Vučič, Aleksandar|Pešić, Vesna|Mićunović, Dragoljub|Mirković, Čedomir|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Pale,"43.811895,18.571101",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Kragujevac,"44.012793,20.911423",,,,,
205,4,120,13,3,Politics: Political Parties: JUL [Jugoslavenska udružena levica: Yugoslav United Left Party ] - SPO [Srpski pokret obnove: ],,1992,0,0,1996,0,0,Politika|Borba|Slobodna Dalmacija|Borba|Delo|NIN|Die Tageszeitung|Naša Borba|Nedeljna Borba|Vreme|,Open Media Research Institute,Textual,press clippings|agency news|,203,Folder,Serbian|Croatian|German|Slovenian|,Vuk Drašković states for Spanish El Diario that the Serbs are tired from the war|Interviews with Vuk Drašković|Drašković claims that they will soon send a call for civil disobedience|Report on the Second World Assembly of SPO|Report on a hunger strike by the members of Parliament from SPO|DEPOS organized a rally for support of Vuk and Danica Drašković|The members of Parliament from DEPOS to withdraw from the Parliament|Reports on quarrels within SPO|Report on the congress of JUL|Sulejman Ugljanin demands a special state of Sandžak|Report on the formation of the Social Democratic Union|Ljubiša Ristić was elected president of JUL|,1992,1996,,,Beograd,"44.786568,20.448923",SPO (Serbian Renewal Movement)|JUL (Yugoslav Left)|Constitution|Minorities|DEPOS (Democratic Movement of Serbia) |London Conference on Yugoslavia|United Nations|Elections|Civil disobedience|War|Peace building|Monarchists|Protests|Violence|Prison|DSS (Democratic Party of Serbia)|DS (Democratic Party)|National unification|Sanctions|Protests on the 9 of March|Media|Nationalism|Great Serbia|SPS (Socialist Party of Serbia)|SDA Sandžak (Party of Democratic Action Sandžak)|Autonomy|New Democracy|,"Drašković, Vuk|Šešelj, Vojislav|Marković, Mira|Dačić, Ivica|Rakitić, Slobodan|Milošević, Slobodan|Bečković, Matija|Komnenić, Milan|Karađorđević, Aleksandar|Vasić, Dušan|Karadžić, Radovan|Markov, Mladen|Drašković, Danica|Nikolić, Jovan|Borović, Borivoje|Koštunica, Vojislav|Jović Mirko|Ljajić, Rasim|Ugljanin, Sulejman|Krsmanović, Ratko|Korać, Žarko|Mihajlović, Dušan|Tanić, Ratomir|Ristić, Ljubiša|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Bosanski Brod,"44.772181,17.191",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Nova Pazova,"44.944266,20.219219",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Ilidža,"43.831406,18.300211",,,,,
205,4,120,13,4,Politics: Political Parties: SPS [Socijalistička partija Srbije: Socialist Party of Serbia] - Z,,1992,0,0,1997,0,0,Naša Borba|Neue Zürcher Zeitung|Vreme|Die Welt|The Wall Street Journal Europe|The Washington Post|Financial Times|Politika|The Independent|Borba|Frankfurter Algemeine Zeitung|The Guardian|The Daily Telegraph|NIN|Globus|Frankfurter Rundschau|The London Times|The Los Angeles Times|Süddeutsche Zeitung|,Open Media Research Institute,Textual,press clippings|agency news|,230,Folder,Serbian|Croatian|English|German|,Several thousand people protest in Belgrade because of the nullification of the elections|The opposition in Belgrade lacks broad support|What can the West expect if the opposition takes power in Serbia?|Representatives of SRS claim on a press conference that the division among the Serbs is a danger to Serbianity|Vojislav Šešelj claims that Macedonia should be separated on four parts among its neighbors|SRS demands the change of Dobrica Ćosić|Šešelj claims that Milošević loses the trust invested by the real patriots|The Serbian Government faces no confidence vote|Milošević declared war on former extreme right wing allies|Vojislav Šešelj: I support Tuđman and Kučan because they will never accept a rebuilding of Yugoslavia|The Socialists nominate a US Serb as Yugoslav Prime Minister|Reports on press conferences of SPS|SPS demands voting for change of the constitution|Milošević again to run for president|Reports on the Second Congress of the SPS|What are the relations between the socialists and the radicals?|The poorest vote for SPS|Report on changes within SPS|Ivica Dačić: SPS is a party belonging to the modern Left|Report on the third congress of SPS|,1992,1997,,,Beograd,"44.786568,20.448923",SPS (Socialist Party of Serbia)|Koalicija Zajedno (Coalition Together)|Protests|International Herald Tribune|Genocide|Anti-Milošević coalition|Great Serbia|Nationalism|Fascism|Patriotism|Bombing|SPO (Serbian Renewal Movement)|JNA (Yugoslav People’s Army)|Chetniks|State media|War crimes|Peace processes|The Left|National program|Economy|Constitution|Roma|Recognition|Sanctions|,"Avramović, Dragomir|Drašković, Vuk|Đinđić, Zoran|Pešić, Vesna|Šešelj, Vojislav|Bulatović, Ljiljana|Ćosić, Dobrica|Milošević, Slobodan|Nikolić, Tomislav|Karadžić, Radovan|Bogdanović, Radmilo|Marković, Mihajlo|Minić, Milomir|Šainović, Nikola|Vasiljević, Aleksandar|Stojadinović, Ljubodrag|Dimitrijević, Aleksandar|Reljić, Dušan|Komnenić, Milan|Rakitić, Slobodan|Joksimović, Obren|Poplašen, Nikola|Tuđman, Franjo|Kučan, Milan|Tošić, Desimir|Trifunović, Bogdan|Isaković, Antonije|Cvetković, Jovan|Panić, Milan|Jović, Borisav|Lilić, Zoran|Kršljanin, Vladimir|Ješić, Branka|Batala, Siniša|Perčević, Goran|Marković, Mira|Dačić, Ivica|Kozbašić, Anica|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
205,4,120,14,1,Politics: Political Parties: Extraparliamentary,,1992,2,14,1997,7,31,Slobodna Dalmacija|Politika|Borba|Novosti|Profil|The New York Times|Süddeutsche Zeitung|Frankfurter Rundschau|Uncaptive minds|,Open Media Research Institute,Textual,press clippings|agency news,48,Folder,Croatian|Serbian|English|German,"Drašković calls the people on the annual demonstrations on 9th of March|Party leaders give statements before the upcoming demonstrations in Belgrade|The crowd on the protest in Belgrade demanded return of the king|On a gathering on the Terazija plateau the Serbian opposition restated their demands to the Serbian Govenrment|Students are still waiting for a response from Milošević after their meeting, almost one year ago|Report on anti-war protests in Belgrade|Thousands protest against the Serbian President|One hundred thousand Serbs attended the Vidovdan gathering|  ",1992,1997,,,Beograd,"44.786568,20.448923","Saint Sava|War|SPO (Serbian Renewal Movement)|DS (Democratic Party)|SPS (Socialist Party of Serbia)|Protests|Monarchy|Opposition|Student protests|Anti-war|Boutros-Ghali, Boutros|UNPROFOR (The United Nations Protection Force)|United Nations|Protests for peace|","Drašković, Vuk|Milošević, Slobodan|Božović, Radoman|Šešelj, Vojislav|Gavrilović, Slobodan|Karadžić, Radovan|Mihajlović, Vladimir|Mićunović, Dragoljub|Janković, Marko|Đilas, Dragan|Ćosić, Dobrica|Karađorđević, Aleksandar|",,,Mladi i gnevni (Young and angry)|
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Mostar ,"43.343775,17.807758",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
205,4,120,14,2,Politics: Republic of Serbia,,1990,1,8,1992,1,10,New Statements & Society|Eastern Europe Newsletter|The Washington Post|Süddeutsche Zeitung|Neue Zürcher Zeitung|Radio Free Europe-Radio Liberty Research Institute|Frankfurter Algemeine Zeitung|The Independent|Stuttgarter Zeitung|Der Standard|Profil|Die Welt|Financial Times|The Guardian|The Los Angeles Times|Frankfurter Rundschau|Radio Beograd|The Knight-Ridder Newspapers|The London Times|Der Spiegel|Tageszeitung|Handelsblatt|The Spectator|The Wall Street Journal|Die Presse|,Open Media Research Institute,Textual,press clippings|agency news|newsletters|research papers|radio reports|,311,Folder,German|English|Serbian|,Anti-communist demonstrations in Belgrade|Report on the reestablishment of chetnik groups in Serbia|Is there another chance for Yugoslavia?|Report on the political and constitutional crisis in Serbia|Serbian communists to form new socialist party|Nationalism dominates the electoral campaigns in Serbia|Brief descriptions of the programs of the political parties in Serbia|Serbia imposes import taxes on goods from Slovenia|Serbian opposition to boycott elections|The Serbian elections may be the last chance to avoid war|Milošević won the elections in Serbia|Workers protest in Belgrade|The Serbian economy is under hard pressure|Anti-governmental protests in Belgrade|Serbian students and intellectuals turn against Milošević|Milošević effectively declares secession from Yugoslavia|Interview with Zoran Đinđić|Moslems in Serbia want autonomy|Milošević betrays the Serbian cause|,1990,1992,,,Priština,"42.662914,21.165503",League of Communists of Serbia|Nationalsim|Ethnic tension|SPO (Serbian Renewal Movement)|Protests|Paramilitaries |Military|Referendum|Constitution|Multiparty system|Elections|Green Party|SRS (Serbian Radical Party)|DS(Democratic Party)|Religion|JNA (Yugoslav People’s Army)|Magyar Szo|Economy|Taxes|Anti-war|Anti-communism|Democracy|Secession|Independence|Autonomy|Self-determination|SPS (Socialist Party of Serbia)|Great Serbia|Market economy|SAO Krajina (Serbian Autonomous Oblast Krajina)| ,"Drašković, Vuk|Milošević, Slobodan|Petrović, Aleksandar|Šešelj, Vojislav|Andrejević, Milan|Marković, Ante|Mićunović, Dragoljub|Đinđić, Zoran|Jović, Borisav|Manolić, Josip|Kadijević, Veljko|Peterle, Lojze|Mesić, Stjepan|Bogdanović, Radmilo|Tuđman, Franjo|Zelenović, Dragutin|Đurić, Ivan|Sapunxhiu, Riza|Broz Tito, Josip|Božović, Radoman|Babić, Milan|Pavić, Aleksandar|Lučić, Dejan|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Beograd,"44.786568,20.448923",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Ljubljana,"46.056947,14.505751",,,,,
205,4,120,14,3,Security: Armed Forces,,1992,1,5,1992,12,31,The Washington Post|Financial Times|The Guardian|Frankfurter Algemeine Zeitung|Politika|Borba|The Economist|Pobjeda|Neue Zürcher Zeitung|Vjesnik|NIN|Večernje novosti|Die Welt|The Christian Science Monitor|The Daily Telegraph|The Washington Post|The New York Times|Süddeutsche Zeitung|Österreichische Militärische Zeitschrift|Novi Vjesnik|Večernji list|The Los Angeles Times|Slobodna Dalmacija|Stuttgarter Zeitung|The Times|,Open Media Research Institute,Textual,press clippings|agency news|radio reports|research papers|,175,Folder,English|German|Serbian|Croatian|,"Anti-peace forces strike a blow in Yugoslavia|Veljko Kadijević, the Yugoslav defense minister gave his resignation|Stane Brovet claims that there is no danger that the Croatian army will attack the Serbian municipalities under protection of the blue helmets|The Federal Army starts a recruiting drive|Interview with general Božidar Stevanović|Report on the appropriation of military and property by generals of the JNA|The Yugoslav Army becomes a monster out of contorl|Milošević wins out as 38 generals were dismissed from the Amry|After the resignation of Blagoje Adžić, Milutin Kukanjac has taken the position of General of the Yugoslav Army|Serbs hold thousands of refugees|Interview with Ratko Mladić|Why the Serbian generals do not want a wider war?|",1992,1992,,,Niš,"43.317750, 21.907438","JNA (Yugoslav People’s Army)|European Community|United Nations|Army|Militia|Military |UN-Peace plan|Defense|de Silva, Joao|National defense|Blue helmets|Weaponry|Deserters|Robbery|M-84 tanks|Kinkel, Klaus|HVO (Croatian Defense Council)|Refugees|War prisoners|UNPROFOR (The United Nations Protection Force)|Sanctions|Oil|DEPOS (Democratic Movement of Serbia)|Secret service|Criminal|War fronts| ","Babić, Milan|Milošević, Slobodan|Karadžić, Radovan|Kadijević, Veljko|Silović, Darko|Adžić, Blagoje Rašeta, Andrija|Jurjević, Zvonko|Brovet, Stane|Mirčetić, Zivan|Avramović, Života|Negovanović, Marko|Marković, Mihajlo|Spirkovski, Aleksandar|Panić, Života|Stevanović, Božidar|Niković, Špiro|Butrović, Jovan|Gračanin, Petar|Maksić, Milivoje|Vasiljević, Aleksandar|Obradović, Vuk|Aksentijević, Milan|Šljivić, Vladan|Mamula, Branko|Hođić, Ahmet|Šušnjar, Vojislav|Kukanjac, Milutin|Bajić, Ljubomir|Tus, Antun|Izetbegović, Alija|Janša, Janez|Mladić, Ratko|Panić, Milan|Drnovšek, Janez|Bajramović, Sejdo|Gojković, Miloš|Ćosić, Krešimir|Tuđman, Franjo|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Beograd,"44.786568,20.448923",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Čapljina,"43.111827,17.705484",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Bosanski Brod,"44.772181,17.191",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Mostar,"43.343775,17.807758",,,,,
205,4,120,14,4,Security: Armed Forces,,1993,1,5,1993,12,13,NIN|Borba|Radio Free Europe-Radio Liberty Research Institute|Vreme|Der Spiegel|Osteuropa|Eastern Europe Newsletter|Danas|Associated Press|The Guardian|Nedeljna Dalmacija|Frankfurter Algemeine Zeitung|Süddeutsche Zeitung|,Open Media Research Institute,Textual,press clippings|agency news|research paper|,162,Folder,Serbian|Croatian|English|German|Russian|,"Božidar Stevanović claims that there is still danger of military intervention in the Federal Republic of Yugoslavia|Report on the trial of the former general Aleksandar Vasiljević|Report on a promotion of young officers in the Yugoslav Army|General Aleksandar Vasiljević was found not guilty of the charges in the military affair|Report on the trial of Vlado Trifunović|Announcement of new names in the leadership of the Yugoslav Army|Veljko Kadijević claims that the JNA would have attacked Zagreb if the peace plan was not signed|Interview with Života Panić|Announcement of a new purge in the Yugoslav Army|Generals comment on the book by Veljko Kadijević, “My views of the disintegration”|Serbia prepares a new war|Yugoslavia attempts to reconstruct the defense indistry|Report on the testimonies of general Milutin Kukanjac|",1993,1993,,,Zagreb,"45.815011,15.981919","Air defense foreces|UNPROFOR (The United Nations Protection Force)|United Nations|Boutros-Ghali, Boutros|Sanctions|T-34 tanks|Army of Yugoslavia|Vance-Owen plan|JNA (Yugoslav People’s Army)|Trials|SSNO (Federal Secretariat of People's Defence)|KOS ( Counterintelligence Service)|RV i PVO (Air Force and Anti-Air Defence)|Opera affair|Peace plans|Ethnic cleansing|Military industry|Kentaur| ","Sekulić, Radomir|Petrović, Mladomir|Panić, Milan|Panić, Života|Stevanović, Božidar|Kontić, Radoje|Đukić, Ilija|Tus, Antun|Lazanski, Miroslav|Radovanović, Tome|Mladenović, Vlade|Vasiljević, Aleksandar|Trifunović, Đorđe|Perišić, Momčilo|Simonović, Dragoljub|Trifunović, Vlado|Kadijević, Veljko|Šešelj, Vojislav|Ćosić, Dobrica|Milošević, Slobodan|Špegelj, Martin|Mesić, Stjepan|Stojadinović, Ljubodrag|Lilić, Zoran|Lončar, Zdravko|Alibegović, Ibrahim|Vasiljević, Živadin|Bulatović, Pavle| ",,,Former Yugoslav Army head: we planned to attack Zagreb|
,,,,,,,,,,,,,,,,,,,,,,,,,Beograd,"44.786568,20.448923",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Bijeljina,"44.756951,19.215022",,,,,
205,4,120,14,5,Security: Armed Forces,,1994,1,8,1997,7,30,Vreme|Politika|The Independent|Vjesnik|Nedeljna Dalmacija|NIN|Borba|Naša Borba|Die Welt|Monitor|,Open Media Research Institute,Textual,press clippings|agency news|,130,Folder,Serbian|Croatian|English|German|,"The trial of Vladimir Trifunović has been postponed|Does the army listen the orders of Miloševič? |Interview with Andrija Rašeta|Momčilo Perišić claims that the Army will act in compliance with the state policies|Report on the replacement of Ljubodrag Stojadinović|An agreement for military cooperation has been signed between Russia and the Federal Republic of Yugoslavia|Zoran Lilić claims that the Federal Republic of Yugoslavia does not have any pretensions towards any of its neighbors|Veselin Sljivančanin, an indicted war criminal has been promoted in the Yugoslav Army|Yugoslavia refuses to hand over suspected war criminals|  ",1994,1997,,,Beograd,"44.786568,20.448923",JNA (Yugoslav People’s Army)|NATO (North Atlantic Treaty Organization)|UNSC (United Nations Security Council)|Weaponry|KOS ( Counterintelligence Service) |Embargo|Disarming|Patriotism|Criminal|War|Spying|Torture|,"Perišić, Momčilo|Lilić, Zoran|Milošević, Slobodan|Bulatović, Momir|Šešelj, Vojislav|Stevanović, Božidar|Trifunović, Vladimir|Tuđman, Franjo|Jovanić, Đoko|Bulatović, Pavle|Rašeta, Andrija|Mamula, Branko| Adžić, Blagoje|Brovet, Stane|Stojadinović, Ljubodrag|Drašković, Vuk|Aksentijević, Milan|Lilić, Zoran|Mršić, MIlan|Veličković, Ljubiša|Raduški, Sreten|Popov, Berislav|Sljivančanin, Veselin|Bulatović, Dejan|Kandić, Nataša|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Vukovar ,"45.345238,19.00102",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Pale,"43.811895,18.571101",,,,,
205,4,120,15,1,Security: Armed Forces: Paramilitary,,1992,4,2,1997,12,27,NIN|Borba|Danas|The Independent|Die Welt|Newsday|,Open Media Research Institute,Textual,press clippings|agency news|,12,Folder,Serbian|English|German|,"Serbian minister of interior, Zoran Sokolović, claims that Serbia does not have paramilitary units|Announcement of the arrival of Serbian volunteers from the diasporas on the warfronts in Bosnia and Croatia|Yugoslavia’s warlords: profiteers or patriots?|",1992,1997,,,Beograd,"44.786568,20.448923",Paramilitary|Volunteers|SPO (Serbian Renewal Movement)|Criminals|War criminals|Mass atrocities|War profiteers|Tigers|Refugees|,"Sokolović, Zoran|Horvan, Zoran|Ražnjatović Arkan,Željko|Milošević, Slobodan|Šešelj, Vojislav|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Banja Luka,"44.772181,17.191",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Bosanski Brod,"44.772181,17.191",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zvornik,"44.386889,19.103209",,,,,
